collection_name;card_number;card_name;tipoOrigem;image_url;rarity;quantity;set_name;condition;language;notes
MRD;47;Pale Beast;Orica;;Common;1;Normal Monster;Mint;English;
MRD;48;Electric Lizard;Orica;;Common;1;Effect Monster;Mint;English;
MRD;49;Hunter Spider;Orica;;Common;1;Normal Monster;Mint;English;
MRD;50;Ancient Lizard Warrior;Orica;;Common;1;Normal Monster;Mint;English;
MRD;52;Trent;Orica;;Common;1;Normal Monster;Mint;English;
MRD;53;Disk Magician;Orica;;Common;1;Normal Monster;Mint;English;
MRD;58;Soul Release;Orica;;Common;1;Normal Spell Card;Mint;English;
MRD;59;The Cheerful Coffin;Orica;;Common;1;Normal Spell Card;Mint;English;
MRD;61;Baby Dragon;Orica;;Common;1;Normal Monster;Mint;English;
MRD;63;Swamp Battleguard;Orica;;Common;1;Effect Monster;Mint;English;
MRD;64;Battle Steer;Orica;;Common;1;Normal Monster;Mint;English;
MRD;68;Illusionist Faceless Mage;Orica;;Common;1;Normal Monster;Mint;English;
MRD;70;Great Moth;Orica;;Common;1;Effect Monster;Mint;English;
MRD;72;Jellyfish;Orica;;Common;1;Normal Monster;Mint;English;
MRD;73;Castle of Dark Illusions;Orica;;Common;1;Flip monster;Mint;English;
MRD;74;King of Yamimakai;Orica;;Common;1;Normal Monster;Mint;English;
MRD;77;Rabid Horseman;Orica;;Common;1;Fusion Monster;Mint;English;
MRD;78;Crass Clown;Orica;;Common;1;Effect Monster;Mint;English;
MRD;79;Pumpking the King of Ghosts;Orica;;Common;1;Effect Monster;Mint;English;
MRD;80;Dream Clown;Orica;;Common;1;Effect Monster;Mint;English;
MRD;81;Tainted Wisdom;Orica;;Common;1;Effect Monster;Mint;English;
MRD;82;Ancient Brain;Orica;;Common;1;Normal Monster;Mint;English;
MRD;83;Guardian of the Labyrinth;Orica;;Common;1;Normal Monster;Mint;English;
MRD;86;Princess of Tsurugi;Orica;;Common;1;Flip monster;Mint;English;
MRD;87;Protector of the Throne;Orica;;Common;1;Normal Monster;Mint;English;
MRD;88;Tremendous Fire;Orica;;Common;1;Normal Spell Card;Mint;English;
MRD;89;Jirai Gumo;Orica;;Common;1;Effect Monster;Mint;English;
MRD;90;Shadow Ghoul;Orica;;Common;1;Effect Monster;Mint;English;
MRD;91;Labyrinth Tank;Orica;;Common;1;Fusion Monster;Mint;English;
MRD;93;Bickuribox;Orica;;Common;1;Fusion Monster;Mint;English;
MRD;94;Giltia the D. Knight;Orica;;Common;1;Fusion Monster;Mint;English;
MRD;96;Giga-Tech Wolf;Orica;;Common;1;Normal Monster;Mint;English;
MRD;98;7 Colored Fish;Orica;;Common;1;Normal Monster;Mint;English;
MRD;99;The Immortal of Thunder;Orica;;Common;1;Flip monster;Mint;English;
MRD;100;Punished Eagle;Orica;;Common;1;Fusion Monster;Mint;English;
MRD;102;Hoshiningen;Orica;;Common;1;Effect Monster;Mint;English;
MRD;103;Musician King;Orica;;Common;1;Fusion Monster;Mint;English;
MRD;104;Yado Karu;Orica;;Common;1;Effect Monster;Mint;English;
MRD;105;Cyber Saurus;Orica;;Common;1;Fusion Monster;Mint;English;
MRD;106;Cannon Soldier;Orica;;Common;1;Effect Monster;Mint;English;
MRD;109;Star Boy;Orica;;Common;1;Effect Monster;Mint;English;
MRD;110;Milus Radiant;Orica;;Common;1;Effect Monster;Mint;English;
MRD;111;Flame Cerebrus;Orica;;Common;1;Normal Monster;Mint;English;
MRD;112;Niwatori;Orica;;Common;1;Normal Monster;Mint;English;
MRD;113;Dark Elf;Orica;;Common;1;Effect Monster;Mint;English;
MRD;114;Mushroom Man #2;Orica;;Common;1;Effect Monster;Mint;English;
MRD;115;Lava Battleguard;Orica;;Common;1;Effect Monster;Mint;English;
MRD;117;Little Chimera;Orica;;Common;1;Effect Monster;Mint;English;
MRD;119;Lady of Faith;Orica;;Common;1;Normal Monster;Mint;English;
MRD;120;Twin-Headed Thunder Dragon;Orica;;Common;1;Fusion Monster;Mint;English;
MRD;121;Witch's Apprentice;Orica;;Common;1;Effect Monster;Mint;English;
MRD;123;Skull Knight;Orica;;Common;1;Fusion Monster;Mint;English;
MRD;125;Garnecia Elefantis;Orica;;Common;1;Normal Monster;Mint;English;
MRD;126;Barrel Dragon;Orica;;Common;1;Effect Monster;Mint;English;
MRD;128;Magic Jammer;Orica;;Common;1;Counter Trap Card;Mint;English;
MRD;132;Sword of Deep-Seated;Orica;;Common;1;Equip Spell Card;Mint;English;
MRD;133;Block Attack;Orica;;Common;1;Normal Spell Card;Mint;English;
MRD;135;Robbin' Goblin;Orica;;Common;1;Continuous Trap Card;Mint;English;
MRD;137;Paralyzing Potion;Orica;;Common;1;Equip Spell Card;Mint;English;
MRD;139;Ring of Magnetism;Orica;;Common;1;Equip Spell Card;Mint;English;
MRD;140;Share the Pain;Orica;;Common;1;Normal Spell Card;Mint;English;
MRD;143;Thousand Dragon;Orica;;Common;1;Fusion Monster;Mint;English;
PGD;0;Ring of Destruction;Orica;;Common;1;Normal Trap Card;Mint;English;
PGD;10;Timeater;Orica;;Common;1;Effect Monster;Mint;English;
PGD;103;Byser Shock;Orica;;Common;1;Effect Monster;Mint;English;
PGD;2;Shapesnatch;Orica;;Common;1;Normal Monster;Mint;English;
PGD;33;Book of Life;Orica;;Common;1;Normal Spell Card;Mint;English;
PGD;41;Tutan Mask;Orica;;Common;1;Counter Trap Card;Mint;English;
PGD;47;Dark Coffin;Orica;;Common;1;Normal Trap Card;Mint;English;
PGD;48;Needle Wall;Orica;;Common;1;Continuous Trap Card;Mint;English;
PGD;53;Master Kyonshee;Orica;;Common;1;Normal Monster;Mint;English;
PGD;54;Kabazauls;Orica;;Common;1;Normal Monster;Mint;English;
PGD;55;Inpachi;Orica;;Common;1;Normal Monster;Mint;English;
PGD;62;Gravekeeper's Spear Soldier;Orica;;Common;1;Effect Monster;Mint;English;
PGD;63;Gravekeeper's Vassal;Orica;;Common;1;Effect Monster;Mint;English;
PGD;64;Gravekeeper's Watcher;Orica;;Common;1;Effect Monster;Mint;English;
PGD;65;Gravekeeper's Chief;Orica;;Common;1;Effect Monster;Mint;English;
PGD;66;Gravekeeper's Cannonholder;Orica;;Common;1;Effect Monster;Mint;English;
PGD;67;Gravekeeper's Assailant;Orica;;Common;1;Effect Monster;Mint;English;
PGD;68;A Man with Wdjat;Orica;;Common;1;Effect Monster;Mint;English;
PGD;69;Mystical Knight of Jackal;Orica;;Common;1;Effect Monster;Mint;English;
PGD;79;Dark Designator;Orica;;Common;1;Normal Spell Card;Mint;English;
PGD;81;Reasoning;Orica;;Common;1;Normal Spell Card;Mint;English;
PGD;83;Different Dimension Capsule;Orica;;Common;1;Normal Spell Card;Mint;English;
PGD;85;Buster Rancher;Orica;;Common;1;Equip Spell Card;Mint;English;
PGD;88;Terraforming;Orica;;Common;1;Normal Spell Card;Mint;English;
PGD;90;Metamorphosis;Orica;;Common;1;Normal Spell Card;Mint;English;
PGD;93;Coffin Seller;Orica;;Common;1;Continuous Trap Card;Mint;English;
PP01;1;Magician of Black Chaos;Orica;;Common;1;Ritual Monster;Mint;English;
PRC1;4;Meteor Black Dragon (as Meteor B. Dragon);Orica;;Common;1;Fusion Monster;Mint;English;
PSV;6;Chain Destruction;Orica;;Common;1;Normal Trap Card;Mint;English;
PSV;7;Time Seal;Orica;;Common;1;Normal Trap Card;Mint;English;
PSV;10;The Eye of Truth;Orica;;Common;1;Continuous Trap Card;Mint;English;
PSV;12;Call of the Haunted (as Call Of The Haunted);Orica;;Common;1;Continuous Trap Card;Mint;English;
PSV;17;Gust;Orica;;Common;1;Normal Trap Card;Mint;English;
PSV;23;Numinous Healer;Orica;;Common;1;Normal Trap Card;Mint;English;
PSV;24;Appropriate;Orica;;Common;1;Continuous Trap Card;Mint;English;
PSV;25;Forced Requisition;Orica;;Common;1;Continuous Trap Card;Mint;English;
PSV;27;The Regulation of Tribe;Orica;;Common;1;Continuous Trap Card;Mint;English;
PSV;29;Major Riot;Orica;;Common;1;Normal Trap Card;Mint;English;
PSV;30;Ceasefire;Orica;;Common;1;Normal Trap Card;Mint;English;
PSV;34;Nobleman of Crossout;Orica;;Common;1;Normal Spell Card;Mint;English;
PSV;38;Inspection;Orica;;Common;1;Continuous Spell Card;Mint;English;
PSV;44;Mr. Volcano;Orica;;Common;1;Normal Monster;Mint;English;
PSV;45;Darkfire Soldier #2;Orica;;Common;1;Normal Monster;Mint;English;
PSV;47;Cyber Falcon;Orica;;Common;1;Normal Monster;Mint;English;
PSV;49;Sky Scout (as Harpie's Brother);Orica;;Common;1;Normal Monster;Mint;English;
PSV;51;Michizure;Orica;;Common;1;Normal Trap Card;Mint;English;
PSV;56;Skull Invitation;Orica;;Common;1;Continuous Trap Card;Mint;English;
PSV;62;Cold Wave;Orica;;Common;1;Normal Spell Card;Mint;English;
PSV;64;Limiter Removal;Orica;;Common;1;Quick-Play Spell Card;Mint;English;
PSV;65;Rain of Mercy;Orica;;Common;1;Normal Spell Card;Mint;English;
PSV;67;Shift;Orica;;Common;1;Normal Trap Card;Mint;English;
PSV;68;Insect Imitation;Orica;;Common;1;Normal Spell Card;Mint;English;
PSV;71;Magic Drain;Orica;;Common;1;Counter Trap Card;Mint;English;
PSV;77;Sword Hunter;Orica;;Common;1;Effect Monster;Mint;English;
PSV;81;Spikebot;Orica;;Common;1;Normal Monster;Mint;English;
PSV;82;Invitation to a Dark Sleep;Orica;;Common;1;Effect Monster;Mint;English;
PSV;83;Thousand-Eyes Idol;Orica;;Common;1;Normal Monster;Mint;English;
PSV;85;Girochin Kuwagata;Orica;;Common;1;Normal Monster;Mint;English;
PSV;86;Hayabusa Knight;Orica;;Common;1;Effect Monster;Mint;English;
PSV;89;Gradius;Orica;;Common;1;Normal Monster;Mint;English;
PSV;95;Island Turtle;Orica;;Common;1;Normal Monster;Mint;English;
PSV;103;Beast of Talwar;Orica;;Common;1;Normal Monster;Mint;English;
RDS;2;Mighty Guard;Orica;;Common;1;Normal Monster;Mint;English;
RDS;4;Harpie Girl;Orica;;Common;1;Normal Monster;Mint;English;
RDS;6;The Creator Incarnate;Orica;;Common;1;Effect Monster;Mint;English;
RDS;8;Mystic Swordsman LV6;Orica;;Common;1;Effect Monster;Mint;English;
RDS;12;Perfect Machine King;Orica;;Common;1;Effect Monster;Mint;English;
RDS;15;Roc from the Valley of Haze;Orica;;Common;1;Effect Monster;Mint;English;
RDS;16;Sasuke Samurai #4;Orica;;Common;1;Effect Monster;Mint;English;
RDS;19;Harpie Lady 3;Orica;;Common;1;Effect Monster;Mint;English;
RDS;20;Raging Flame Sprite;Orica;;Common;1;Effect Monster;Mint;English;
RDS;21;Thestalos the Firestorm Monarch;Orica;;Common;1;Effect Monster;Mint;English;
RDS;22;Eagle Eye;Orica;;Common;1;Effect Monster;Mint;English;
RDS;24;Invasion of Flames;Orica;;Common;1;Effect Monster;Mint;English;
RDS;25;Creeping Doom Manta;Orica;;Common;1;Effect Monster;Mint;English;
RDS;26;Pitch-Black Warwolf;Orica;;Common;1;Effect Monster;Mint;English;
RDS;27;Mirage Dragon;Orica;;Common;1;Effect Monster;Mint;English;
RDS;32;Dekoichi the Battlechanted Locomotive;Orica;;Common;1;Flip monster;Mint;English;
RDS;33;A-Team: Trap Disposal Unit;Orica;;Common;1;Effect Monster;Mint;English;
RDS;35;Dark Blade the Dragon Knight;Orica;;Common;1;Effect Fusion Monster;Mint;English;
RDS;37;Serial Spell;Orica;;Common;1;Quick-Play Spell Card;Mint;English;
RDS;39;Triangle Ecstasy Spark;Orica;;Common;1;Normal Spell Card;Mint;English;
RDS;40;Necklace of Command;Orica;;Common;1;Equip Spell Card;Mint;English;
RDS;41;Machine Duplication;Orica;;Common;1;Normal Spell Card;Mint;English;
RDS;43;Mokey Mokey Smackdown;Orica;;Common;1;Continuous Spell Card;Mint;English;
RDS;44;Back to Square One;Orica;;Common;1;Normal Spell Card;Mint;English;
RDS;45;Monster Reincarnation;Orica;;Common;1;Normal Spell Card;Mint;English;
RDS;46;Ballista of Rampart Smashing;Orica;;Common;1;Equip Spell Card;Mint;English;
RDS;48;Malice Dispersion;Orica;;Common;1;Quick-Play Spell Card;Mint;English;
RDS;49;Tragedy;Orica;;Common;1;Normal Trap Card;Mint;English;
RDS;51;Xing Zhen Hu;Orica;;Common;1;Continuous Trap Card;Mint;English;
RDS;52;Rare Metalmorph;Orica;;Common;1;Continuous Trap Card;Mint;English;
RDS;53;Fruits of Kozaky's Studies;Orica;;Common;1;Normal Trap Card;Mint;English;
RDS;54;Mind Haxorz;Orica;;Common;1;Normal Trap Card;Mint;English;
RDS;56;Chain Burst;Orica;;Common;1;Continuous Trap Card;Mint;English;
RDS;57;Pikeru's Circle of Enchantment;Orica;;Common;1;Normal Trap Card;Mint;English;
RDS;59;Astral Barrier;Orica;;Common;1;Continuous Trap Card;Mint;English;
RDS;60;Covering Fire;Orica;;Common;1;Normal Trap Card;Mint;English;
SD6;29;Magical Dimension;Orica;;Common;1;Quick-Play Spell Card;Mint;English;
SD6;30;Mystic Box;Orica;;Common;1;Normal Spell Card;Mint;English;
SDK;11;Gyakutenno Megami;Orica;;Common;1;Normal Monster;Mint;English;
SDK;3;Ryu-Kishin;Orica;;Common;1;Normal Monster;Mint;English;
SDK;4;The Wicked Worm Beast;Orica;;Common;1;Effect Monster;Mint;English;
SDK;43;Mysterious Puppeteer;Orica;;Common;1;Effect Monster;Mint;English;
SDP;40;Graceful Charity;Orica;;Common;1;Normal Spell Card;Mint;English;
SDP;50;Gryphon Wing;Orica;;Common;1;Normal Trap Card;Mint;English;
SDP;9;Toon Alligator;Orica;;Common;1;Normal Monster;Mint;English;
SDY;11;Great White;Orica;;Common;1;Normal Monster;Mint;English;
SDY;14;Dragon Zombie;Orica;;Common;1;Normal Monster;Mint;English;
SDY;16;Ansatsu;Orica;;Common;1;Normal Monster;Mint;English;
SDY;20;Sword of Dark Destruction;Orica;;Common;1;Equip Spell Card;Mint;English;
SDY;23;Dian Keto the Cure Master;Orica;;Common;1;Normal Spell Card;Mint;English;
SDY;25;Magical Ghost;Orica;;Common;1;Normal Monster;Mint;English;
SDY;34;Wall of Illusion;Orica;;Common;1;Effect Monster;Mint;English;
SDY;36;Baron of the Fiend Sword;Orica;;Common;1;Normal Monster;Mint;English;
SDY;38;Sorcerer of the Doomed;Orica;;Common;1;Normal Monster;Mint;English;
SDY;39;Last Will;Orica;;Common;1;Normal Spell Card;Mint;English;
SDY;49;Castle Walls;Orica;;Common;1;Normal Trap Card;Mint;English;
SOD;2;Neo Aqua Madoor;Orica;;Common;1;Normal Monster;Mint;English;
SOD;3;Skull Dog Marron;Orica;;Common;1;Normal Monster;Mint;English;
SOD;8;Horus the Black Flame Dragon LV8;Orica;;Common;1;Effect Monster;Mint;English;
SOD;9;Dark Mimic LV1;Orica;;Common;1;Flip monster;Mint;English;
SOD;10;Dark Mimic LV3;Orica;;Common;1;Effect Monster;Mint;English;
SOD;12;Mystic Swordsman LV4;Orica;;Common;1;Effect Monster;Mint;English;
SOD;14;Armed Dragon LV5;Orica;;Common;1;Effect Monster;Mint;English;
SOD;15;Armed Dragon LV7;Orica;;Common;1;Effect Monster;Mint;English;
SOD;18;Malice Doll of Demise;Orica;;Common;1;Effect Monster;Mint;English;
SOD;20;Rafflesia Seduction;Orica;;Common;1;Flip monster;Mint;English;
SOD;21;Ultimate Baseball Kid;Orica;;Common;1;Effect Monster;Mint;English;
SOD;23;Element Dragon;Orica;;Common;1;Effect Monster;Mint;English;
SOD;24;Element Soldier;Orica;;Common;1;Effect Monster;Mint;English;
SOD;30;Nobleman-Eater Bug;Orica;;Common;1;Flip monster;Mint;English;
SOD;33;Penumbral Soldier Lady;Orica;;Common;1;Effect Monster;Mint;English;
SOD;34;Ojama King;Orica;;Common;1;Effect Fusion Monster;Mint;English;
SOD;35;Master of Oz;Orica;;Common;1;Fusion Monster;Mint;English;
SOD;36;Sanwitch;Orica;;Common;1;Fusion Monster;Mint;English;
SOD;43;Ectoplasmer;Orica;;Common;1;Continuous Spell Card;Mint;English;
SOD;45;Two-Man Cell Battle;Orica;;Common;1;Continuous Spell Card;Mint;English;
SOD;54;Heavy Slump;Orica;;Common;1;Normal Trap Card;Mint;English;
SOD;55;Greed;Orica;;Common;1;Continuous Trap Card;Mint;English;
SOD;56;Mind Crush;Orica;;Common;1;Normal Trap Card;Mint;English;
SOD;57;Muko (as Null and Void);Orica;;Common;1;Normal Trap Card;Mint;English;
SOD;58;Gorgon's Eye;Orica;;Common;1;Normal Trap Card;Mint;English;
SOD;59;Cemetary Bomb (as Cemetery Bomb);Orica;;Common;1;Normal Trap Card;Mint;English;
SRL;0;Blue-Eyes Toon Dragon;Orica;;Common;1;Toon monster;Mint;English;
SRL;1;Penguin Knight;Orica;;Common;1;Effect Monster;Mint;English;
SRL;2;Axe of Despair;Orica;;Common;1;Equip Spell Card;Mint;English;
SRL;3;Black Pendant;Orica;;Common;1;Equip Spell Card;Mint;English;
SRL;5;Malevolent Nuzzler;Orica;;Common;1;Equip Spell Card;Mint;English;
SRL;6;Spellbinding Circle;Orica;;Common;1;Continuous Trap Card;Mint;English;
SRL;13;Guardian of the Throne Room;Orica;;Common;1;Normal Monster;Mint;English;
SRL;19;Dark Witch;Orica;;Common;1;Normal Monster;Mint;English;
SRL;24;Hiro's Shadow Scout;Orica;;Common;1;Flip monster;Mint;English;
SRL;25;High Tide Gyojin;Orica;;Common;1;Normal Monster;Mint;English;
SRL;27;Whiptail Crow;Orica;;Common;1;Normal Monster;Mint;English;
SRL;31;Gravekeeper's Servant;Orica;;Common;1;Continuous Spell Card;Mint;English;
SRL;35;Final Destiny;Orica;;Common;1;Normal Spell Card;Mint;English;
SRL;36;Snatch Steal;Orica;;Common;1;Equip Spell Card;Mint;English;
SRL;37;Chorus of Sanctuary;Orica;;Common;1;Field Spell Card;Mint;English;
SRL;39;Delinquent Duo;Orica;;Common;1;Normal Spell Card;Mint;English;
SRL;42;Tailor of the Fickle;Orica;;Common;1;Quick-Play Spell Card;Mint;English;
SRL;43;Rush Recklessly;Orica;;Common;1;Quick-Play Spell Card;Mint;English;
SRL;46;Chain Energy;Orica;;Common;1;Continuous Spell Card;Mint;English;
SRL;49;Painful Choice;Orica;;Common;1;Normal Spell Card;Mint;English;
SRL;50;Snake Fang;Orica;;Common;1;Normal Trap Card;Mint;English;
SRL;51;Black Illusion Ritual;Orica;;Common;1;Ritual Spell Card;Mint;English;
SRL;52;Octoberser;Orica;;Common;1;Normal Monster;Mint;English;
SRL;54;Horn of the Unicorn;Orica;;Common;1;Equip Spell Card;Mint;English;
SRL;56;Wall Shadow;Orica;;Common;1;Effect Monster;Mint;English;
SRL;57;Twin Long Rods #2;Orica;;Common;1;Normal Monster;Mint;English;
SRL;59;Magical Labyrinth;Orica;;Common;1;Equip Spell Card;Mint;English;
SRL;60;Eternal Rest;Orica;;Common;1;Normal Spell Card;Mint;English;
SRL;61;Megamorph;Orica;;Common;1;Equip Spell Card;Mint;English;
SRL;63;Hamburger Recipe;Orica;;Common;1;Ritual Spell Card;Mint;English;
SRL;65;Eatgaboon;Orica;;Common;1;Normal Trap Card;Mint;English;
SRL;69;Crab Turtle;Orica;;Common;1;Ritual Monster;Mint;English;
SRL;71;Manga Ryu-Ran;Orica;;Common;1;Toon monster;Mint;English;
SRL;72;Toon Mermaid;Orica;;Common;1;Toon monster;Mint;English;
SRL;74;Jigen Bakudan;Orica;;Common;1;Flip monster;Mint;English;
SRL;76;Toon World;Orica;;Common;1;Continuous Spell Card;Mint;English;
SRL;80;Senju of the Thousand Hands;Orica;;Common;1;Effect Monster;Mint;English;
SRL;81;UFO Turtle;Orica;;Common;1;Effect Monster;Mint;English;
SRL;85;Giant Germ;Orica;;Common;1;Effect Monster;Mint;English;
SRL;90;Mother Grizzly;Orica;;Common;1;Effect Monster;Mint;English;
SRL;93;Sonic Bird;Orica;;Common;1;Effect Monster;Mint;English;
SRL;99;Rising Air Current;Orica;;Common;1;Field Spell Card;Mint;English;
SRL;100;Luminous Spark;Orica;;Common;1;Field Spell Card;Mint;English;
SRL;101;Mystic Plasma Zone;Orica;;Common;1;Field Spell Card;Mint;English;
SRL;103;Serpent Night Dragon;Orica;;Common;1;Normal Monster;Mint;English;
SYE;24;Black Luster Soldier;Orica;;Common;1;Ritual Monster;Mint;English;
SYE;25;Black Luster Ritual;Orica;;Common;1;Ritual Spell Card;Mint;English;
TP1;3;Kwagar Hercules;Orica;;Common;1;Fusion Monster;Mint;English;
TP2;10;Revival of Dokurorider;Orica;;Common;1;Ritual Spell Card;Mint;English;
TP2;7;Skull Guardian;Orica;;Common;1;Ritual Monster;Mint;English;
TP2;9;Dokurorider;Orica;;Common;1;Ritual Monster;Mint;English;
